冽	例側琍準凍咧荊紜洌列硎涮芸裂雲測凝倒惻次耘捌蜊前烈俐冶冷喇冰
揀	楝煉鍊練闌諫攔柬瀾欄爛蘭籣斕抹抉東播耒棟耦披
帝	匝幣簾敵獻吊啼離締帛帟帥啻旁巾蒂帑蹄布諦
胯	雩垮捺圬佞脤萼朽匏挎巧膿瓠愕醃奈誇污鍔跨
轂	鍛燬澱緞搬瘢發廄段殼股投擊疫芟穀骰毀殿殺般殷役繫
嗅	溴臭唳侃唬捩淚吠媳熄讚兄咯瓚臢鑽況袱克兌犬虎
久	灸欠吹坎炊疚癸欽孓之次玖柩砍飛崁畝登歌嶔撳
啞	氬亞堊惡哽嗤呸聽籲叮唔片蜇啄師哂呵呀啃喘啡喇串慄要
宵	屑鞘肖峭哨悄捎消俏梢逍銷尚硝稍霄廠蔽撇趙膛噹擋檔襠鏜鐺
曜	櫂擢濯耀躍褶穋膠摺嘐僇翟謬繆廖寥榻遢塌蹋
銜	術街衍衙衛衝衡衢桁行御徹微徵徘徙徊律徇徉很往徵彿彼徨得徑徐役
祺	琪棋淇箕麒其簸欺期祥祖旗祕祐祠祚祆祉祈社祁祀禮
能	庇比紕毗枇沘批妣仳昆屁脂罷熊態指沱怩妮呢佗擺襬牝皁
萇	脹悵張倀帳長賬漲茸苣刁芽畏莖嗣叼萋華彗辱苛苯苗虐芯芣芷芳芹昔
洎	咱鎳自臬洫湄澳癟邊首省眉算泊沈沃道媚楣湘目戛篡
慚	漸嶄斬晰淅逝浙撕嘶蜥斤塹廝暫鏨昕析近折沂圻聽薪芹匠
溝	耕講井冉構拼購姘並迸稱苒遘鉼胼併媾阱搆勾鉤屏
螳	膛鏜瞠蟲蝸蜷蟲堂蟋螺螟蟯蟬蝠蝙蝗蝓蠔蜻蜢蜈蛤蚣蛙蛔蛀蛄蛆蜩
眾	罟聚買罩罹置罵羅罪罰樅羈寰遝澴縱還蹤夢從環
彗	慧豐虐刁叼雪掃伺邦婦浸侵帚長梆烽峯蚌鋒歸
搏	博捕敷莆撙哺蒲持輔傅補甫賻圃鋪溥膊脯縛匍浦埔
婪	夢噤痳棟森焚淋爨逶楚萎妥林材痿禁姦委襟礎麓村礬梵安倭裹
覬	硯峴莧凱現覦覲靦覜蜆視規筧覓觀剴覺見攪窺
倫	侖掄喻儉淪輪逾褕儈渝儒傷傖侮偷綸愉論佺伶崙榆俞
耍	湍環而需瑞還耑揣燸要女寰儒妥澴耐嚅端懦踹濡惴妻喘
吃	屹迄訖紇疙乞吟喉哈唸喻噙乙挖嗆咻咐咿儉吶唯
管	狩箄恬菅古闊倌甜舐箸刮括耜聒官舔箠千蛞箇簞琯篙綰活宮笞舌棺館
榜	膀坊滂鎊攏龐肪枋楞徬嚨妨傍謗房磅芳方旁螃愣籠朧仿寵
販	賂鈑敗財賄返板扳貶鉻鋒貝貼皈叛賭阪胳則舨賅賬賺逢略貯貽烙格峯
敕	嫩收枚束敉畋數攸敝敖教啟敘敔赦敞敦敢散故政敬牧玫敵改攻矢疾矣
賞	圓隕損當棠掌常韻嘗黨員尚償裳賁嘖賡實賽簣貧賸臢
炳	柄病陋丙內煩仄吶鈉燸炊納竈訥傭煙燃巫肉光丕火炎蒙
皚	愷嶝澄燈澧橙瞪磴壹禮證蹬醴體豈皁皓豉白皇巖
綸	侖掄淪縊繪輪絹緯糸綻維緩絨結倫締編綿給縲綵綬緹綏綺納綜紇絲論崙
嘻	嬉僖譆禧喜熹噎吐桔拮嘉嗑結黠哎品周吉嘩嘈噪遠嗟檯嚥培鼓哄哇咩
繆	櫂羿僇擢廖穋褶翁戳翟習嘐寥膠耀縲戮曜謬濯絲摺躍
村	寸守寺專榭棟森尉射忖過辱襯林討吋材樽對紂時付肘尊封
緣	喙篆絲綠縲糾維組紗紐納紆紉紀紹紛蠡練緘緬綞緙綽緒縑縝縷縯絞絢
庠	戒弁羋羊咩洋烊佯祥差氧嵯搓嗟鮮度庶羼徉羣磋
骸	核垓咳賅駭該孩閡骯氦髓骷髁髏劾骼骰刻髒體髑
猾	猜獰猙滑狩獐骨猿猥獲過禍猖獷獗狄狼狷狙狹猓鍋蝸獨媧狽渦堝猩猛
裟	娑裘裁依裝製袈袋褽裴裂襞襲鯊衣裳裔沙莎嬝迎
惰	隋怖佐恢工貢情槓懦釭槓肛扛江汞愉捺恆怔攻功貴肯
幅	富擋檔蝠脰幌幃同帖鐺幟逼膈輻襠副幔幢帽巾帳噹幡福
貿	留買質瘤溜遛榴費賀貴賃賈貢員賢贊貸資貲貨貫責贅狽鋇餾
雉	奮雞矢奪雄進椎淮推惟堆唯錐知雊稚碓睢雒帷矩準離雜難仃隹崔
簫	蕭肅鏽嘯筆笛繡爪瀟簍麼竹淵姊簾策筍笠笨第笮笑笆竽竿簣禹臼抓八
皿	侖盞益盟珊血扁柵鹽盂胼岡盆盒盃監刪盍孟冊盔朕盅猛姍
暑	裏諸署堵屠楮曙渚睹箸嘟理豬狸埋童者賭緒都赭煮褚奢著
賭	諸貝貼賄署堵屠楮賊渚敗睹箸財者暑緒都貯販躇赭煮褚奢著
骷	髁骸髏骯骼髖髓骰體鈷枯沽姑咕估髒髑蛄牯骨苦居固
道	首導自遁逆洎咱算臬眉省送迸楣湄媚鎳邊篡遂備狽遘目筧戛苜纂
鈍	肫沌芻屯囤盹縐趨釣鉋鉤鉍純飩鈞噸恭匈釦鈿頓針釙胸洶金
早	草卓章覃昧晏掉悼棹漳樟撢潭瘴蕈日曰十暑幛獐障璋
庖	苞抱咆泡炮胞袍鉋砲飽雹包跑鮑皰劬刨匏巳弋夠句
雞	谿雉奮離維睢雄帷準奪奚雜雕錐雊稚碓進椎淮推惟堆唯瞿截
弒	殺拭軾試式膩代腔控崆倥朮貳硿述怵弋麻突空
逐	楊墜場豢豚迂遽豬劇豭邃揚篆啄煬迢璩琢腸據鍚豳瘍暘豕噱喙隊毅
旨	匕比指脂昆尼它庇屁仳批沘妣叱枇化切毗詣白紕能
侖	掄盞會藍媼篇偏淪仁輪籃塭拿溫倫皿盆闔慍愈偷盒命綸合盧冊瘟論盡崙蓋俞
慷	糠康慵勾勺怵憾怡勻棣逮慢惦匍愧悽釣悚怏怯怫忱杓灼忖妁慘懺州劃
捎	哨趙俏擋銷撐屑撇鞘悄稍拌硝睄梢抄峭肖尚宵逍消誚帩
臘	淄鵲鬣媼繅錙邋輜巡昔惜瑙剿措獵勦妥惱借錯巢姦災邕腦蠟緇
夜	迄掖液腋候健遐葭又侵假寢沒般暇煆瑕霞隻雙芟疫股返投段迤殷浸奴
淪	侖掄喻泠輪汽逾洽滄褕溫渝倫偷綸灞愉海論崙榆
飄	漂鰾楓飈縹颯颱票瘋佩剽標颳嫖珮諷瓢膘嵐鏢風瞟
港	溢洪潠烘拱哄供共異暴隘鎰巽寒塞搴寨鬨賽流縊瀑譜撕嘶基恭廝巷
蹺	僥鐃燒橈曉澆撓嬈蟯饒繞躊驍足蹶蹦踐踏踩踡跪跆跎
謗	磅諦鎊膀榜滂傍螃訪徬諺諳諒識謫註詐訃謂誼談諄請諉諂諍誶誌認誡
性	猜拜姓旌醒笙牲腥甥愧情怕生牛產隆惺星猩甦鏟
絃	縴炫縲絲縞鉉弦織絨眩綏締統絞紡紋綽縫糸終舷結紜絹綵纏細紂約糾
輯	轟輒楫揖車輻輾緝軛軒軋轄轅轉轎軾輔軸軻軟軔軏軌
澧	禮醴體濃澄漕愷燈橙皚磴嶝壹瞪證蹬噥膿儂槽遭穠嘈豉
餅	飭餞飴餃餚餉拼飯並迸饉餌飲餵飪蝕餓飼餡餿餽飽飾餒餘飢飩
曬	欐灑儷驪麗邐鹿鑣麒鏖麓麋塵麂昆毗麝麟錕棍焜混能比枇批沘妣仳崑
舅	虜甥臼鼠男擄舀舂裒閻舊力滔焰稻陷潟樁啗茵恩劣另筋脅竄臾身諂動
祟	宗奈票祭禁禦示岸出三碳炭崇竺二不滅些茁芣屈否齋淙捺棕杯拙咄壞
鐫	錐樵憔榫進椎淮推惟堆唯隹崔醮礁瞧離雜雊雉稚碓睢雄帷準瞿蕉奮截
樞	噪驅闆奩櫺歐框櫃區操軀毆嫗鷗甌嶇橾品柩嘔
筮	噬巫誣雁竽竿仄竺靈箴笨笙乏麼築簇蒙簪卒來夾坐竹戌後斥丙斤從俎
康	慷糠棣逮庸唐允庚劃州叟曼搪塘傭慵充戈水中強班蚤鄉搜嫂洲肆慢漫
鯛	鯖鱷綢鯧鯨鰓鱔鯉鮭鮪週惆啁鰭鱸鮑稠碉凋鰥鰻鰾鱗鱖鮫魷鰍蜩
結	絡細繞纏絹吉潔綾紹糸維紐絨桔繕給縲絃綵緝綏絲續綢
跛	踩陂破跡跦彼跤玻趴疲跋皺被詖跺跚披躋踵鈹跌皴波坡距趺踝足跟皮 
淮	推惟堆唯椎進錐匯隹崔帷準雄睢碓稚雉雊離雜
驪	欐曬灑儷驃駝麗騵駿驢驥驟驛驗驕驍騾騷騎騁駱駁駟馱馬
倖	悻圉睪幸仕擇澤鐸報佳繹釋卅譯驛隹什侍催僖僻
白	迫鉑箔皋皈皁滄怕搶啪帕皓倉帛傖槍腺的柏魄粕皇泊拍泉伯皎珀
摘	滴嫡嘀適鏑謫撲商擠拉拈拄抖抆六掉扯搞掠接抗撤撾攏
毆	殿設殷股投穀骰毀殼般段役毅殺疫芟歐鷗甌咒
疚	久炊坎吹欽灸痍玖砍畝次歌欠葵夷九欣欲軟揆歉歎
叨	初拐枴吩詔刀分切招沼昭炤迢召叩叼呎貂岔券忿
噗	撲僕樸璞蹼哄濮嘶嘆咩共哎烘拱洪供噶嘈嗟譜巽基異恭谷豆
芽	呀穿蚜牙訝琊邪雅鴉芋辱芣萇莖撐褥苛華葬才耨
謬	櫂請詔譙謀僇擢廖談穋諧謂譏認褶診戳誼諺嘐寥膠耀識戮曜繆濯譎諮躍摺
納	組約細絀絢繪絹繡糸維紐紗紋糾紀給縲紆絆綵紂綏綸內紇絲吶柄紲純
綁	統細綠綽幫績絢梆邦緲纖緞繡糸維紐絨紕緙糾縫緒縲絆緬紼綞絲縱繈緻
箝	甘籀疳某鉗墟噓柑坩籍箕箠虛笙生牛煤媒甜嵌簸挈簧垂搓酣描捶蚶措
堠	喉猴篌侯玳堆儔天壽夜燾健你伋仔揆瑜跪玲濤迄吃屹檮疇鑄葵癸昊疙
臭	溴嗅息戾哭突犬畎吠伏贊莽獻獎鼻器狀兔猷默獸
譜	諳識詣謨譁講謊諾謀誡訟謙詳議護諜謁謂談誌詰詼謹諶詢訕計訃
革	勒靶靼鞍鞋鞘靴鞅鞠鞣鞦韃韁韉鞭緙霸韆鞏蕭羈壩
拘	抱枸佝鉤苟狗駒夠齣句扣雊包掬拈拓泡咆找炮胞託撲袍扎鉋掏手庖苞
渾	漣軸陣軏鏈運軌軍輝庫揮葷暈鰱轟褲輦攆載蓮軋連車軟暉輞琿軒
霾	貍霪霰霜霖霑霆霍霄雪雨霹露霞霏霽霤霓雯雩霎黴雲
瓤	呱弧狐孤瓢瓠瓣瓜菰襄攘孃壤嚷鑲曩以禳瓖姒
孺	嚅懦濡儒燸糯蠕需孑孔孫孩孤孜擂鐳灞優擾壩蕾
繞	澆橈嬈纏撓絹綾蹺絕糸維絨結曉繕僥饒縲絃燒堯繃綵縐蟯綏紇絲續驍鐃
跑	抱砲刨苞泡炮跼胞趴跆咆鉋包跚踞袍庖飽距趺踝足跟躋 
吟	喻泠貪稔琴聆拎羚念捻玲矜嗆吃哈鈴苓唸鈐妗黔岑冷伶今
躪	躇蹣蹲蹉蹼蹶蹬踱蹂踏跺踫躑足躊躍躁蹺蹦蹈蹊蹄踴踐踢踩踡跪跆跎
亥	氦甕孩劾骸擁賅巡垓卞扒雍玄閡牽臃畜駭叭八該壅核咳亡逐刻
哆	多侈移夠
搔	騷蟲蚤蝨強蠡蟲蜜螢蝕樑蚣蛙蛔蛐蛀蚶蛄蛆蚱蚯蚌蚊蚪虺虻蚓閩蠱
瘓	煥渙換喚奐湧勇踴癆希痍疚爻懈邂觼奧痛厭夷友九澳懊噢燠瓊襖
甬	誦令育桶湧俑泓甭傭外涌蛹弘名宛舛矽桀恿歹捅甩夕用痛侈爹汐凡多丸通
纂	篡算縲縈系鏍緲漯嫘嗦絲紮省眉糸潔嗉累索騾螺細
那	鄒郎邸邵郃鬱哪邢邦耶郝弔祁鄴邪鄞郊邱鄰郾都郡鄗部郢挪郭鄭郵娜
砧	磊硫石玷沾拈佔碎圖砝砠砟砲站砂研砍硝矽帖碓歌磅佔泵店
飼	餌飽飩飲飪餅餉蝕飢餽飴飯餃餓餚餿饉飭餘餒餞餵
惺	腥猩醒星性鏟旌生隆怛牲姓笙惕悍產愒慢憬甥旬
寒	異巽寨暴拱鎰鬨港卉釙搴供哄嘶廝共騫隘烘賽溢恭塞基洪撕
域	國埃壙或惑胎迨始怡擡治摑臺冶塘幗去笞苔貽跆殆路飴埔城蟈怠
潺	漏渥遊孱浮李淳瀾浸涊沼籽季潯濫淨悸沒洱泥氾澱涮柩子遊孕
芬	汾吩扮盼刀氛棻粉岔砌紛貧枴盆忿剪叨份召拐分初寡
祠	飼嗣詞祖祝祚祐祉祈祀社福祕神祥祆祇祁祺祿禍司
言	磊這訾訃信唁詹計訕三答二石訂記訐討訊託訏訑訣訥許訟註詁詛詐詰
鑾	言譙訾謙蠻礫謄灤巒譏繒謎鸞灣紛變訟攣孿絃絮識謫縲織燮彎絲譜戀
大	夫文父尖太史疢尢矢尹因爻疝艾又夷灰力右左兇丈有夭九犬天
絨	縿纏縲絲縛絃糸結絹綏綻綰綜綵紜緝縮織繽細紱紂約緘
叟	陷鼠與嫂身康裒舂舀瘦萸滔棣躬艘庾臼颼焰腴淵啗餿搜臾舅逮曼潟兒
兄	況兗祝兌克侃競悅脫嗅銳剋息稅閱呂叭吒呈吮咋咱蛻兢
梅	嗨毒檜梳敏母槍侮姆莓檢每海拇毓黴悔誨晦榆栓
醫	酒醬酉醜醋酣酥酗配酌酊醣醮醺酴酷酩醞醒醴醇醉醃酵酸酬酪釀釅
遝	還鰥邏澴環寰楞愣夢儸玀囉鑼蔑薨篾甍爵罟蘿籮
壓	魘靨饜厭痣百豁然堅圭奭痔佰明墮塑塗奧盟堊型奎奐冒萌宿勗周墓爾
籲	顧頻顆宇貳迂頒頓頡蘋頤擷癲頌頭澦顯傾頰贛碩噸於頊巔鬚煩瀕頁嶺頷籥頜
濯	櫂瀚羿僇煽擢廖穋塌褶翁翌翠翟習嘐寥膠耀蓊嗡曜繆謬遢翼躍摺翰 榻
所	匠昕析近折沂圻聽斫祈斬斯芹新斧訢掀斤欣斷殷浙淅逝晰乍戶房
完	富院崇棕遠宗仁玩梡莞兀阮沅宸元竺宣三皖淙寇二園
剁	利刺刮制剌劃列刎刖釗刈剩剿刻刷到別判刪刨剎剃削剋則刑剖剜剔剛
罔	惘魍網輞芒荒岡亡皿冊肓胼朕慌蓄杗忘茫忙妄腆膜臃膿
釩	汎帆梵凡鈑鉻鉑銘鋒夕幾鈹銖弘殿釵販銑舛肌汐錘鍾外鎢移梭浚峻唆
瑕	霞王夜珞班蝦玫瑚玖璨假玻遐玨葭豭斑琳煆玷玟候暇
旌	旅於族旎施旋旗旖鏟放方惺猩腥隆醒倣產牲仿淤生笙菸瘀
堪	墟湛垮辰諶農圬琪佞甚儂斟芸勘膿戡濃其坩噥
頹	頑頓頻頤顆煩頃頰頭穎頜頡頫頗碩頊頒頌類願項須顧頂顯
希	佈怖鈽布唏晞烯爻稀席帑餚巾常蒂瘺癘幣滿滯
眉	湄媚楣省冒算篡看苜纂盲眷自目相臬督瞥首洎咱
隸	棣逮噤襟禁示棕宗奈標糉淙捺剽齋禦祭票崇祟
棚	朋硼崩受桐胴愛骨鵬柵相榣舜滑授稱棘亂猾稻噯曖稠棗策
砰	評磊枰抨坪秤研平硬碩碳砠硃砂斫硝碑硎石萍
鷂	鴆鵪鵑鴣鳴鶴鷓鵲鵝鵠鴿鴨鴒鳩鴛鷗鵡鶉鴉鸚鸛鷹鴦鳶
鑪	臚爐瀘驢鱸蘆廬盧膚濾擄墟噓顱慮琥唬瘧虜鑑鎰遽璩錳據噱號虛
蚣	蟲蟲蛻蛇蛉蛤蜿蜻蝶蝠蝸螟蟒蟆螺蟀蟠蚪蚌蚊蚶蛄蛀蛆蚱蚯虻蛟蛙蛭
愾	氣掬氮愉恰璨粥氧氨氤憐燦氟氛氖憔憮汽邱瞇謎米氳氯氬氫氦
擅	擁撻提撲攘抗澶顫嬗氈掠羶撞揚搞掖壇檀撾捍摔撢
酌	酉配酗酊酣酥醣醜酴酩醋酷醮醺酬酪酵酸醇醉醃醒醞醴釀釅
它	尼比佗沱屁庇昆匕叱化仳妣批沘枇陀毗皁紕能蛇跎
幗	摑蟈國惑帖幡巾帳帷帕帆幟幅幀幛幔幌幢帽幃域或
講	遘構溝搆媾購謀諾謨譁譜謊謂誌誡議護謙詳謠謐諦諜諭諳諼誼諒談請
動	劻邊勳重男勒衝勵幼勸助董肋腫叻湩慟劣劫力鍾踵種觔歷懂協脅
佃	俚偎儡個人每偶侮田仲夥伐休仙仕什僕鈿嗇位住伴估伸佔傭作你伯佝
醒	醋腥惺猩酉酷酪酩醮醺醜酣酥酊醇醉醃醞酵酸醴釀釅醣酴酗配酌
懊	澳噢燠襖奧恤筋向煥換渙喚惚恪愧怏怕制必瘓
谷	鎔鉛保熔溶俗鈉釦銓豁欲裕容鈴卻錐峪蓉榕鈐鎗鑰浴
帛	匝幣簾吊幫錦皋皁帕綿帝映的棉白魄帟帥皇巾帑泉布
變	敔敷疾敵跡蠻礫鑾灤數巒譏敬敞鸞斂矣灣緻奕徽給繳攣孿絃敢敝彎亦蜘戀敦弈
忱	沈枕耽怏鴆懵慵怖滯目巾怫懼相帽慣憤惻吊布匝冒苜買
羨	嵌茨崁漱嶔簌闕羔恙美姜澄義羲善羹久對嗽撳柩坎
披	扳陂破板皰彼玻菠疲皮皺跛被詖鈹皴波坡簸格頗 
嗟	磋嵯搓蹉咩差羣詳烊洋佯羋羊庠祥鮮哎徉菁氧羼
鼙	瞽鼕箄痺埤啤裨碑脾婢俾顰鼓睥牌陴卑豉芰彭
腸	楊颺場怛坦冥暢腥湯袒觴殤脆傷揚煬鍚瘍陽暘豕但逐豚
蟈	摑幗蟲螺蛔蟲蜩蛐蛆蚯蛄蚶蟠蚣螻蠅蛾蛻蛹蛙蛭蛞蛀蚵蚱蚊蚪蚜蚌虹
乒	丘乓嶽卸邱兵全餘合仁佰啣蚯少答御氖捨癸原氣氧氦氤塗宿侖氛俞拿
喳	渣桓呆晅垣查桿宣喧楊噪杳稈保噤吋旦喋唔檀糧根杷棠架
褒	衷袞袁堡哀旅迎葆褓遠保卒途躁迤柢仰裹裒襄享昂夜衣遜進起依迄抑
葛	暍竭遏渴揭愒喝褐羯碣曷謁噶意莫慕募幕墓蔓暮摹蕞昔藹
卜	迫文迥亢迷京迂送撲迨迆卞六樸齊主佔補下丹釙鬥僕玄迅迪立退迴亡上
軸	轟軋車軟軒軏軌軻軼較輊軔輔輛輥輻宙輓軾軛輜輯輾輒
杏	和枴楫木口桔橾杳傑吉臺品森林枯枸程李吝吞吾否呆君告尚名哉召問
謙	訏訥諛歉諶謹詢訣許託記詳廉詐嫌誰訃討謊詁計謫詛賺課訊訂訐註訕誚兼詨譜訑
吊	帥布常巾匝簾帛帝帑啻啼帟幣嘯希席央市庸佈帖帕怖唏砸帷鈽嫦滿
古	咕錮牯葫湖居估鈷故姑涸苦枯箇辜個固沽胡舌楛
減	箴後槭喊緘磊洽滅威哈蛤給拾茂鹹恰戌筒洞答
瀟	滿蕭漠湔漢肅灌濛濩滋鏽嘯淵灘簫漕港洪洋懣
勸	歡觀鸛罐觔劻叻脅動劫肋另勵勳勤勛勒勘劾劬助功幼咖伽荔茄男
龔	壟襲聾龍籠龐寵朧攏嚨異矓瓏隴鬨巽烘洪拱哄供
煨	喂偎猥餵畏佞簑衰娉辱聘耨褥燭縲鰓細表長畫
齲	齦齟齣齪齜齷齬齡齒齧此兆雌逃禹疵跳眺桃洮挑姚佻巾兀上窕晁
廠	蔽撇敞敝弊彆撒撤澈矣敵散挨埃唉俟藪霰幣氅瞥屑宵鱉銷徹螳轍梢逍
婚	昏柢胝抵泜低衹砥祗牴紙祇底舐氏詆氐娼湣媳
汪	玨枉旺王匡全狂涯汗汙玥汀湟潤弄皇閏班斑玖河江玟玫洹玷珊珀理瑰
綵	綏綬緩絹縲絲組綱綢網綑糸結絨絃繃繙細納紂紆緲
孓	久了欠坎吹灸炊疚欽闋孑之承閃次亨玖柩癸砍崁畝歌嶔撳
遢	榻塌蹋煽嗡翰翁瀚蓊曜羿翠翟翌習摺褶濯擢櫂躍翼
鳴	鴣鷓鵠鵲鵝島鵑鳩鴒鷺鶴鳶鶉鴉鳥鴦鷂鴨鴆鶯鴿鷗鷹鵪鸛
儲	藷諸佔嘟曙躇者薯褚楮堵渚箸暑煮著奢屠睹都署
寅	演夤宇縯家室定鏨賓士宸穴富宣宗完官宜宙宋安卉寇薴寡斤工十順佇
姥	佬老耄耋妹姑妓丈杖仗姣姨姻妖婢她如奸妁奴婉嫁嬪嬸者女姦宥怒忝
唆	峻浚俊梭竣酸駿痠咯唉咚鈑嘛鉻凌喀吭賂鋒販吸反菱各
聳	攝取聶躡趣傘聘陬聾弭倨餌聯懾椰職爺鑷耳聲洱聞慫恥耿聱囁茸輒
漳	樟獐幛障璋蟑瘴涪章潼泣潭暗億憶噫臆境鏡黯草音
朦	矇脰膜且腆同湔胼肝臟膈岡濛檬膿膳冪塚蒙胴朕菜豚
凹	兕巨已己氾厄妃忌杞拒炬苣鉅凸局尼屆屈卮犯危呃扼改卷範矩
侑	洧餚囿宥脩仇賄鮪佑佈矢有俠鬱崤枚知畋俟伽攸矣疽疾瞥
爍	牀吆後藥似礫煤麼饑譏以窈炫樂機茲鑠玄關奚嘰畜絃綵幻拗黝絲璣姒
筆	聿津笛肇簫律建肄肆爪簍腱毽健鍵麼竹策筍笠笨第笙笮笆笑竽竿篤簣
肋	勇叻助脅筋勵力男另勞幼劫觔湧劬功加肱劻勃胰勒勛勣協勝伽咖迦劣
戒	弁度庶庠席廣拚械廉蔗戈廿渡摭遮鍍牀戎臺卉棄蓆
戈	弁臺戎戒牀勾勺公弘麼伐找太犬戊弋寸夕去鬼
湮	煙曬迺哂酒西涅鋰酉醫涯潼潭浬甄汪溧漂酷潛醋濬沅污醮醺湎湩酣酥
姑	咕妹牯葫古湖居瑚罟估蛄鈷苦骷枯詁妓固糊沽胡做
暱	匿慝若偌惹昭右朕送碾諾摒最展屏君艾樞嶇嫗嘔愜鄭羣祐郡昨知撮暗
搞	犒矯蒿擁稿撲嬌鎬攘抗嵩轎拈掠嚎縞掖僑膏濠篙槁擅驕高婷橋摔停壕
簞	闡憚彈嬋蟬禪單戰襄囊器萼巖毋追囂靈鎚鍔槌儼愕
陛	階偕揩楷諧琵毚陞陸混焜棍錕皆崑陀琨媲鹿罷篦
引	弔弓中弘仲阡沖邢邦那阱祁邱阻耶郎鬱限陌陳鄭鄴川剃蚓弟第
嵐	瘋楓颯諷飄風颱颳颶颺颼咒冗亢肌疫芟凰珮佩幾凱殼殿跺躲峯殷般飢
傻	稷稜陵凌綾菱後鈑鉻俊瀲廈憂傯賂鋒販反偺略皈板返扳處疼各冬
倀	張悵脹帳萇賬長伺漲侵伊偎佞刁倨侷仞偃叼倔僭儂畏
 	撲璞凳橙樸蹬登蹼僕澄
柞	昨炸咋妒作乍戶笮枋砟祚柏材蚱槐搾怎窄肩詐淚捩唳偏遍僱褊邀才篇
戕	狀妝壯將牆莊鏘寐寢蔣強蟲蚣姚寤虻虺蚊蚪蚌蛀蛄蛆蚱蚯蚶蛙蛔蛐蚓
玆	舷玄畜炫弦鉉眩絃虻亡毓蓄杗忘肓育芒忙妄吆樂以幻
卦	掛褂封佳哇娃掛桂畦奎圭赴捱涯崖堯閨垃蛙鞋鮭坑走窪
遴	燐憐璘磷轔鱗麟迷舜粥鄰桀傑籽瞇咪舛粱屎栘謎米糜粟氣
搴	寨塞寒賽騫拱暴異共烘洪哄供巽鬨卉撕港基恭廝溢嘶隘鎰
瀑	濕混澗暴港湯漫潠濮曝鑤涅共渴潤溢汨爆洪湄
碣	謁暍竭羯褐遏渴揭愒葛曷磊藹碟碾磴礁礫歌碓砍石靄
蓀	遜菰孫孤係縣鯀吼孑系孔蘊孩孜茲懸糸潔孺蔬蔭蕩薊苑蘇蘿紫累素茅
得	徐待很徨行徇從徑復徬後德役徙徠徊律徉往徵彼御衍銜
鎗	傖槍滄搶愴嗆瘡蒼艙倉鈐鈴鑰銓谷飧創食鎔餘飾飭伶
訌	訐訏訂証訕訝訢計訃評詛訶誣記討訊託訑訣訥許註詞詁詐訴詳詢詬誚
榻	櫂瀚羿煽擢塌褶翁翌翠翟習蹋蓊嗡遢曜濯翼摺翰
壕	濠蠔壤豪壇鎬槁搞婷停坑壞稿犒瓖篙蒿嵩高亭
霽	雯雨霍霄雪霎霓霑霖震雩霜霞黴雲霤霹霰靄霪霏霆靈零
身	陷鼠與窮倪睨躺裒舂姊射叟舀萸滔躬庾臼霓躲鑿焰腴稻軀樁啗臾舅潟兒
輥	轟軋車軸軟軒軏軌輔輓較輊軻軼軔軾輛輻輯輾軛輒
遠	迎嬉猿吉玩黠袁週結呱桔轅袞元拮逵哀造嘻僖園逞褒稟衷完周檯
撐	擋捎撇膛嫦噹瞠檔償螳襠鏜鐺儻呀讜牙掌棠尚
嬌	奏矯犒蒿祆稿沃鎬添妖嵩轎笑吞舔搞縞僑篙喬槁驕橋 
暝	瞑螟冥暉暖曖明暗暈晾曝皎鵬六晶萌昱冒暘暍腸腥晴肥景勗昌曩
淅	晰浙蜥漸析逝沂薪慚撕嘶斤嶄廝淋新昕近折圻聽芹匠
倆	輛魎兩便佩帷師偶偭佰傭倫偷佈儉雨何伍佺佐價儈仁巾俞盒侖命餘
縷	組統細絀樓履髏綠屢螻絢數簍僂繡糸維摟婁紋緙嘍糾褸鏤縲絆紳緬縯紼絲蔞紲練
燬	毀鍛澱緞搬瘢發廄轂殼殷般段股投聲磬疫芟穀骰殿役罄慇馨
蹋	櫂瀚羿踢僇煽擢塌褶翁翌翠翟習嘐蓊嗡遢曜濯翼躍摺翰榻
訃	註諒謎計訕訪詨謫諄誶讓該諳識譴訂記訐討訌訊託訏訑訥許訢訣詠評
鄱	鄙鄴郢邵瀋嬸翻藩鄭鄘郵郾郭都部郡郊郎鬱郃耶邸邱祁邢邪邦那番
琊	邪呀芽瑯訝蚜穿玨牙班斑邶雅玻鴉琍梆琳娜瑕椰榔琢頊玩珮王
頁	頻穎顆頂貳頃頹頒頓頡順頤頌頭顯傾頰碩噸頊頑頫領預煩須寡頷項頗頜
榆	掄喻檜瘉淪輸蝓癒逾褕諭渝倫瑜槍梅愈偷檢愉栓俞
褐	隄藹曷竭謁歇蠍揭袒噶羯暍惕碣渴錫愒遏葛 喝
太	宏汰肱雄叉閎釵篡戈大疣丸倏夭天兇文尹父犬夕寸尢右史去弋戊丈矢
罈	潭撢譚蕈缸缶覃缽缺罐瞟蟑璋樟漳遙榣搖淘掏啕萄
馱	馭騾驅駁駙媽駝嗎馳騎驗馬罵駟駱駒騵駭馴駛騙駢驕駐驍駿
驚	擎馭騖駁晾警京駕涼馱瑪馮駙媽駝嗎馳掠駑螞罵馬駟駒騫篤騰馴駛駢駐諒檠景闖碼
苣	巨炬拒鉅茸矩荔距萇局凹凸苗芯昔艾渠蔚藍廿侷
土	圭吉志仕吐杜竈肚壬醜王去冉主裡隹地圯圩寺坍坎壞垃坩坦垠埋堆塊
